Name1,Name2,Name1_res,Draw,Name2_res,Names_x,Intelligence_x,Strength_x,Speed_x,Durability_x,Power_x,Combat_x,Names_y,Intelligence_y,Strength_y,Speed_y,Durability_y,Power_y,Combat_y
Deadpool,Ultron,66.7,0.0,33.3,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Ultron,95.0,77.5,71.25,80.0,77.5,80.0
Alfred Pennyworth,Nick Fury,0.0,0.0,100.0,Alfred Pennyworth,67.5,8.0,4.75,7.75,6.0,31.0,Nick Fury,80.0,3.5,25.5,10.5,7.5,65.0
Black Widow,Captain America,0.0,0.0,100.0,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Black Widow,Scarlet Witch,11.5,0.0,88.5,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Scarlet Witch,82.14,61.57,85.0,81.43,97.14,66.43
Batgirl,Catwoman,59.3,0.0,40.7,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69
Gambit,Iron Fist,12.5,0.0,87.5,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0
Blue Beetle,Scorpion,96.0,0.0,4.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25,Scorpion,65.0,29.0,21.0,20.0,35.0,60.0
Gambit,Mister Freeze,0.0,0.0,100.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Mister Freeze,85.0,16.6,14.6,15.4,24.0,28.8
Iron Fist,Hawkgirl,0.0,0.0,100.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0,Hawkgirl,72.5,35.0,40.0,32.5,57.5,72.5
Gambit,Anti-Vision,0.0,0.0,100.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Anti-Vision,95.0,100.0,100.0,100.0,100.0,90.0
Gambit,Apocalypse,16.7,0.0,83.3,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Gambit,Aqualad,100.0,0.0,0.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Aqualad,58.75,17.5,25.0,18.75,51.25,36.25
Gambit,Bane,0.0,0.0,100.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Bane,67.78,26.78,21.33,13.22,22.78,70.0
Beast,Gambit,50.0,50.0,0.0,Beast,87.5,19.0,18.0,20.0,42.5,55.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Black Canary,Gambit,0.0,20.0,80.0,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Black Cat,Gambit,66.7,0.0,33.3,Black Cat,72.5,45.0,42.0,40.0,57.5,75.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Black Widow,Gambit,25.0,8.3,66.7,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Blade,Gambit,66.7,0.0,33.3,Blade,62.5,22.5,25.0,22.5,35.0,87.5,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Quicksilver,Multiple Man,100.0,0.0,0.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0,Multiple Man,60.0,5.0,13.0,15.0,35.0,75.0
Sentry,Dormammu,17.4,0.0,82.6,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Dormammu,96.25,100.0,93.75,100.0,100.0,80.0
Gambit,Cyborg,66.7,0.0,33.3,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78
Gambit,Deadpool,20.0,0.0,80.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75
Gambit,Deathstroke,33.3,0.0,66.7,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54
Starfire,Martian Manhunter,50.0,0.0,50.0,Starfire,60.83,54.17,57.5,45.83,67.5,58.33,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Starfire,Wonder Girl,80.0,0.0,20.0,Starfire,60.83,54.17,57.5,45.83,67.5,58.33,Wonder Girl,66.67,36.67,38.0,35.0,48.33,76.67
Cyborg,Nightcrawler,66.7,0.0,33.3,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Nightcrawler,55.0,19.0,18.0,15.0,57.5,50.0
Cyborg,Blue Beetle,11.6,0.0,88.4,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25
Cable,Orion,40.0,0.0,60.0,Cable,73.33,19.67,33.67,40.0,51.67,86.67,Orion,94.0,95.0,94.0,97.0,94.0,89.0
Gambit,Geo-Force,33.3,0.0,66.7,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Geo-Force,65.0,50.0,35.0,35.0,70.0,42.5
Gambit,Ghost Rider,25.0,0.0,75.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Gambit,Iron Man,0.0,0.0,100.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54
Gambit,Jubilee,100.0,0.0,0.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Jubilee,60.0,5.0,25.0,20.0,50.0,60.0
Nightwing,Polaris,0.0,0.0,100.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12,Polaris,70.0,95.0,25.0,20.0,80.0,40.0
Ultron,Venom,88.9,0.0,11.1,Ultron,95.0,77.5,71.25,80.0,77.5,80.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0
Ultron,Apocalypse,23.1,7.7,69.2,Ultron,95.0,77.5,71.25,80.0,77.5,80.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Howard The Duck,Batman,66.7,0.0,33.3,Howard The Duck,65.0,1.0,25.0,10.0,20.0,30.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56
X-23,Jean Grey,14.3,0.0,85.7,X-23,55.0,13.0,19.33,46.67,50.0,58.33,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
A-Bomb,Ghost Rider,40.0,0.0,60.0,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Hulk,Sandman,78.4,0.0,21.6,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Sandman,55.0,47.5,21.0,60.0,55.0,40.0
Firestorm,Ghost Rider,4.8,0.0,95.2,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Hulk,Emma Frost,66.7,0.0,33.3,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Emma Frost,67.5,15.0,6.0,35.0,62.5,50.0
Hulk,Cable,77.8,0.0,22.2,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Cable,73.33,19.67,33.67,40.0,51.67,86.67
Shazam,Superboy-Prime,21.7,0.0,78.3,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Superboy-Prime,80.0,100.0,100.0,100.0,100.0,100.0
Deadpool,Power Girl,5.6,0.0,94.4,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Hulk,Colossus,95.6,0.0,4.4,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Colossus,55.0,75.0,25.0,60.0,60.0,60.0
Hulkling,Abomination,0.0,0.0,100.0,Hulkling,75.0,30.0,25.0,15.0,80.0,60.0,Abomination,72.5,95.0,62.5,72.5,70.0,72.5
Hulk,Ant-Man,80.0,0.0,20.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67
Hulk,Anti-Venom,100.0,0.0,0.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Anti-Venom,60.0,40.0,25.0,47.5,62.5,72.5
Hulk,Kingpin,93.3,0.0,6.7,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Kingpin,66.25,22.0,14.0,17.5,12.5,65.0
Black Panther,Hulk,14.3,0.0,85.7,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,Hulk,65.83,91.39,62.83,78.89,85.56,68.06
Silver Surfer,Captain Atom,61.9,1.7,36.4,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Captain Atom,83.33,100.0,96.67,100.0,100.0,81.67
Silver Surfer,Captain Mar-vell,50.0,0.0,50.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Captain Mar-vell,75.0,100.0,100.0,100.0,100.0,95.0
Silver Surfer,Captain Marvel,100.0,0.0,0.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0
Silver Surfer,Captain Marvel,100.0,0.0,0.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0
Silver Surfer,Nova,81.3,0.0,18.8,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Silver Surfer,Nova,92.3,0.0,7.7,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Silver Surfer,Cyclops,100.0,0.0,0.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5
Silver Surfer,Cyborg,100.0,0.0,0.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78
Silver Surfer,Atom,100.0,0.0,0.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Atom,86.67,26.67,19.0,25.0,50.0,41.67
Bullseye,Thing,0.0,0.0,100.0,Bullseye,63.33,10.67,13.33,10.0,13.33,73.33,Thing,63.75,97.5,43.75,85.0,75.0,62.5
Bullseye,Thor,25.0,0.0,75.0,Bullseye,63.33,10.67,13.33,10.0,13.33,73.33,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Bullseye,Thor,25.0,0.0,75.0,Bullseye,63.33,10.67,13.33,10.0,13.33,73.33,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Doctor Doom,Thor,40.6,2.9,56.5,Doctor Doom,92.5,85.71,79.79,76.43,83.57,83.93,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Doctor Doom,Thor,40.6,2.9,56.5,Doctor Doom,92.5,85.71,79.79,76.43,83.57,83.93,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Thanos,Deadman,100.0,0.0,0.0,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Deadman,65.0,10.33,46.67,66.67,53.33,45.0
Namor,Thor,8.2,0.0,91.8,Namor,68.33,98.33,58.33,81.67,80.0,73.33,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Namor,Thor,8.2,0.0,91.8,Namor,68.33,98.33,58.33,81.67,80.0,73.33,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Thor,Oblivion,0.0,0.0,100.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Oblivion,97.5,100.0,100.0,100.0,100.0,90.0
Thor,Oblivion,0.0,0.0,100.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Oblivion,100.0,100.0,100.0,100.0,100.0,100.0
Thor,Oblivion,0.0,0.0,100.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Oblivion,97.5,100.0,100.0,100.0,100.0,90.0
Thor,Oblivion,0.0,0.0,100.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Oblivion,100.0,100.0,100.0,100.0,100.0,100.0
Groot,Husk,100.0,0.0,0.0,Groot,55.0,50.0,18.0,45.0,55.0,60.0,Husk,55.0,30.0,25.0,50.0,70.0,60.0
A-Bomb,Husk,100.0,0.0,0.0,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Husk,55.0,30.0,25.0,50.0,70.0,60.0
Nova,Power Girl,55.2,0.0,44.8,Nova,77.0,85.0,100.0,89.0,89.0,74.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Wolverine,Elektra,75.0,0.0,25.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Elektra,68.33,3.33,12.67,10.0,20.0,91.67
Thor,Swamp Thing,37.3,1.7,61.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Thor,Swamp Thing,37.3,1.7,61.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Loki,Gorilla Grodd,100.0,0.0,0.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5,Gorilla Grodd,73.75,22.25,19.75,22.5,41.25,42.5
Aqualad,Captain America,100.0,0.0,0.0,Aqualad,58.75,17.5,25.0,18.75,51.25,36.25,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Nightcrawler,Green Lantern,0.0,0.0,100.0,Nightcrawler,55.0,19.0,18.0,15.0,57.5,50.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Reverse Flash,Thing,100.0,0.0,0.0,Reverse Flash,93.33,31.67,100.0,56.67,90.0,81.67,Thing,63.75,97.5,43.75,85.0,75.0,62.5
Silk,Spider-Man,33.3,0.0,66.7,Silk,65.0,25.0,25.0,20.0,40.0,75.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
Firestorm,Spider-Man,75.0,0.0,25.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
Gambit,Invisible Woman,50.0,0.0,50.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5
Deathstroke,Taskmaster,69.1,2.7,28.2,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33
Onslaught,General Zod,100.0,0.0,0.0,Onslaught,95.0,100.0,100.0,100.0,100.0,80.0,General Zod,69.17,95.83,90.83,67.5,72.5,82.5
A-Bomb,Rhino,100.0,0.0,0.0,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Rhino,40.0,30.0,22.33,26.67,30.0,25.0
Namor,Groot,100.0,0.0,0.0,Namor,68.33,98.33,58.33,81.67,80.0,73.33,Groot,55.0,50.0,18.0,45.0,55.0,60.0
Captain Marvel,Loki,22.2,0.0,77.8,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5
Captain Marvel,Loki,22.2,0.0,77.8,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5
Gamora,Silk,83.3,0.0,16.7,Gamora,65.0,20.0,47.0,42.5,52.5,90.0,Silk,65.0,25.0,25.0,20.0,40.0,75.0
Spider-Man,Captain America,100.0,0.0,0.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Martian Manhunter,Spider-Man,87.1,0.0,12.9,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26
Beta Ray Bill,Warlock,25.0,0.0,75.0,Beta Ray Bill,70.0,100.0,100.0,100.0,100.0,80.0,Warlock,98.33,91.67,100.0,100.0,100.0,83.33
Beta Ray Bill,Black Adam,25.0,0.0,75.0,Beta Ray Bill,70.0,100.0,100.0,100.0,100.0,80.0,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0
Cyclops,Jean Grey,8.3,0.0,91.7,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
Magneto,Darkseid,20.0,0.0,80.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
Hulk,Lobo,63.0,0.0,37.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Luke Cage,Drax the Destroyer,3.6,0.0,96.4,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,Drax the Destroyer,45.0,95.0,80.0,85.0,70.0,85.0
Hulk,Luke Cage,100.0,0.0,0.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Wolverine,Luke Cage,92.9,0.0,7.1,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Captain America,Luke Cage,57.4,0.0,42.6,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Hulk,Mister Fantastic,75.0,0.0,25.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5
Galactus,Mister Fantastic,100.0,0.0,0.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5
Quicksilver,Luke Cage,100.0,0.0,0.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Ant-Man,Ultron,0.0,0.0,100.0,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67,Ultron,95.0,77.5,71.25,80.0,77.5,80.0
Phoenix,Magneto,100.0,0.0,0.0,Phoenix,84.5,100.0,100.0,100.0,99.0,76.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Doomsday,Bane,92.9,0.0,7.1,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17,Bane,67.78,26.78,21.33,13.22,22.78,70.0
Darkseid,Supergirl,78.9,0.0,21.1,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Phoenix,Venom,100.0,0.0,0.0,Phoenix,84.5,100.0,100.0,100.0,99.0,76.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0
Hyperion,Power Girl,50.0,0.0,50.0,Hyperion,83.75,100.0,91.25,88.75,87.5,81.25,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Onslaught,Fallen One,60.0,0.0,40.0,Onslaught,95.0,100.0,100.0,100.0,100.0,80.0,Fallen One,77.5,100.0,100.0,95.0,97.5,80.0
Robin,Red Robin,46.2,7.7,46.2,Robin,73.57,8.5,12.71,10.21,12.86,83.21,Red Robin,85.0,3.0,15.0,9.0,15.0,85.0
Spider-Man,Rogue,28.6,14.3,57.1,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Rogue,64.29,58.0,36.57,50.71,80.71,64.29
Robin,Red Hulk,0.0,100.0,0.0,Robin,73.57,8.5,12.71,10.21,12.86,83.21,Red Hulk,85.0,100.0,100.0,100.0,100.0,75.0
Pyro,Human Torch,15.0,0.0,85.0,Pyro,55.0,5.0,25.0,20.0,50.0,40.0,Human Torch,65.0,8.0,35.0,36.67,56.67,48.33
Black Panther,Mister Fantastic,100.0,0.0,0.0,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5
Black Panther,A-Bomb,75.0,0.0,25.0,Black Panther,88.33,50.0,49.44,50.22,51.67,97.78,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0
Captain Marvel,Iron Monger,100.0,0.0,0.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0,Iron Monger,71.67,41.67,26.67,40.0,41.67,25.0
Captain Marvel,Iron Monger,100.0,0.0,0.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0,Iron Monger,71.67,41.67,26.67,40.0,41.67,25.0
Hulk,Captain Planet,66.7,0.0,33.3,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0
Blade,Invisible Woman,0.0,0.0,100.0,Blade,62.5,22.5,25.0,22.5,35.0,87.5,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5
Captain America,Firestorm,0.0,0.0,100.0,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Ultron,Captain America,72.7,0.0,27.3,Ultron,95.0,77.5,71.25,80.0,77.5,80.0,Captain America,73.12,36.31,37.56,34.75,49.38,93.12
Deathstroke,Robin V,92.3,0.0,7.7,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54,Robin V,75.0,1.0,17.0,10.0,10.0,95.0
Black Widow,Batwoman V,67.9,0.0,32.1,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Batwoman V,80.0,1.0,18.0,12.0,17.0,85.0
Doctor Fate,Wolverine,100.0,0.0,0.0,Doctor Fate,87.5,95.62,98.12,93.75,100.0,70.62,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
Thanos,Green Lantern,76.9,0.0,23.1,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Aquaman,Green Lantern,15.5,1.0,83.5,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Annihilus,Darkseid,0.0,0.0,100.0,Annihilus,65.0,100.0,100.0,75.0,85.0,80.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14
Firelord,Iceman,16.7,8.3,75.0,Firelord,60.0,85.0,100.0,100.0,100.0,75.0,Iceman,58.33,24.33,31.33,50.0,71.67,56.67
Batman,Black Mask,91.3,0.0,8.7,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Black Mask,66.67,9.0,13.0,10.33,11.67,41.67
Rogue,Gambit,100.0,0.0,0.0,Rogue,64.29,58.0,36.57,50.71,80.71,64.29,Gambit,65.0,5.0,25.0,15.0,60.0,75.0
Black Adam,Green Arrow,100.0,0.0,0.0,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33
Poison Ivy,X-23,0.0,0.0,100.0,Poison Ivy,69.17,16.33,12.5,19.33,40.83,25.67,X-23,55.0,13.0,19.33,46.67,50.0,58.33
She-Hulk,Superman,9.1,0.0,90.9,She-Hulk,65.0,76.67,56.67,75.0,71.67,71.67,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Spider-Man,Emma Frost,33.3,0.0,66.7,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Emma Frost,67.5,15.0,6.0,35.0,62.5,50.0
Captain Planet,Black Adam,0.0,0.0,100.0,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0
Venom,Nova,0.0,0.0,100.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Captain Planet,Nova,0.0,0.0,100.0,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Captain Planet,Big Barda,50.0,0.0,50.0,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0
Captain Planet,Doctor Fate,66.7,0.0,33.3,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0,Doctor Fate,87.5,95.62,98.12,93.75,100.0,70.62
Daredevil,Black Widow,85.0,0.0,15.0,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44
Wonder Woman,Captain Planet,46.7,0.0,53.3,Wonder Woman,79.5,88.0,76.0,73.75,81.5,87.75,Captain Planet,90.0,100.0,80.0,90.0,100.0,70.0
Firestar,Nova,33.3,0.0,66.7,Firestar,68.33,10.33,26.67,21.33,66.67,46.67,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Katana,Black Canary,8.3,0.0,91.7,Katana,60.0,1.0,15.67,9.67,11.67,86.67,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Big Barda,She-Hulk,55.6,2.8,41.7,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0,She-Hulk,65.0,76.67,56.67,75.0,71.67,71.67
Man-Thing,Swamp Thing,17.5,0.8,81.7,Man-Thing,70.0,100.0,100.0,100.0,100.0,77.5,Swamp Thing,86.67,88.33,72.5,77.5,88.33,53.33
Deadpool,Sif,20.0,0.0,80.0,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75,Sif,72.5,37.5,40.0,55.0,60.0,90.0
Steel,Hulk,0.0,0.0,100.0,Steel,82.5,55.0,32.5,57.5,57.5,42.5,Hulk,65.83,91.39,62.83,78.89,85.56,68.06
Iron Man,Hawkeye,81.5,0.0,18.5,Iron Man,88.08,78.85,65.58,71.27,80.58,71.54,Hawkeye,64.0,2.6,10.6,10.4,17.6,82.0
Wolverine,Juggernaut,25.0,0.0,75.0,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0
Darkseid,Wolverine,100.0,0.0,0.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5
Wolverine,Beast,85.2,0.0,14.8,Wolverine,65.0,17.33,18.83,56.67,52.5,82.5,Beast,87.5,19.0,18.0,20.0,42.5,55.0
Rhino,Sandman,0.0,0.0,100.0,Rhino,40.0,30.0,22.33,26.67,30.0,25.0,Sandman,55.0,47.5,21.0,60.0,55.0,40.0
Batman,Killer Croc,92.3,0.0,7.7,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Killer Croc,47.0,28.0,15.4,15.8,28.0,39.0
Silver Surfer,Deadpool,100.0,0.0,0.0,Silver Surfer,89.0,89.5,100.0,87.0,95.5,70.0,Deadpool,68.75,42.25,35.5,51.25,57.5,93.75
Gladiator,Doctor Doom,14.3,0.0,85.7,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Doctor Doom,92.5,85.71,79.79,76.43,83.57,83.93
Gladiator,Ghost Rider,20.0,0.0,80.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Gladiator,Hercules,28.1,0.0,71.9,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Hercules,70.0,100.0,75.0,100.0,100.0,85.0
Gladiator,Hercules,28.1,0.0,71.9,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Hercules,65.0,100.0,80.0,100.0,100.0,100.0
Flash,Mysterio,100.0,0.0,0.0,Flash,74.52,24.33,98.1,47.24,83.33,57.1,Mysterio,77.5,5.5,25.0,19.0,30.0,67.5
Spider-Man,Catwoman,93.0,0.0,7.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69
Bane,Penguin,100.0,0.0,0.0,Bane,67.78,26.78,21.33,13.22,22.78,70.0,Penguin,73.75,1.0,5.0,9.5,11.25,35.0
Batman,Drax the Destroyer,46.2,0.0,53.8,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Drax the Destroyer,45.0,95.0,80.0,85.0,70.0,85.0
